path,collection,route,title,description,subtitle,category,pubDate,draft,ai_generated,reviewed,tier,words,last_commit,dirty,parse_error
curriculum/sinclair-zx-spectrum/machine/meet-the-machine/unit-05.mdx,curriculum,/systems/sinclair-zx-spectrum/machine/meet-the-machine/unit-05/,"48K, and Where It Goes",The machine is sold on 48K of memory. A useful amount of it is spoken for before your program starts.,,,2026-09-10,,,,,558,2026-09-03,,
field-notes/driving-a-c64-with-no-hands.mdx,field-notes,/field-notes/driving-a-c64-with-no-hands/,Driving a C64 With No Hands,"Automating a C64 headless for curriculum captures — five small ways the machine lies to you, and the one rule that catches them all: trust the machine's own state, not your eyes.",,,2026-06-22,True,,,,973,2026-07-01,,
field-notes/filming-a-race-condition.mdx,field-notes,/field-notes/filming-a-race-condition/,Filming a Race Condition,"The fixed Amiga build refused to show its own bug — because a race condition's real inputs are cycles, and everything that costs cycles is secretly an input.",,,2026-06-14,,,,,1191,2026-07-01,,
field-notes/pin-budget-not-design-choice.mdx,field-notes,/field-notes/pin-budget-not-design-choice/,"Pin Budget, Not Design Choice","Every 'weird' retro peripheral decision follows from one number — how many spare pins the chipset had. Find the pin budget first, and the quirks become the only options that fit.",,,2026-06-24,True,,,,904,2026-07-01,,
field-notes/the-game-that-couldnt-be-won.mdx,field-notes,/field-notes/the-game-that-couldnt-be-won/,The Game That Couldn't Be Won,"Sixteen verified curriculum units added up to an unwinnable game — a jump one pixel short of the pit. The oldest distinction in testing, sixteen pixels wide and four months old.",,,2026-06-16,,,,,1029,2026-07-01,,
field-notes/the-sheep-that-slid-off-the-hay-bale.mdx,field-notes,/field-notes/the-sheep-that-slid-off-the-hay-bale/,The Sheep That Slid Off the Hay Bale,A pixel-every-nine-frames drift in an Amiga game turns out to be a torn longword read of the beam position — and the forty-year-old confirm-read idiom that fixes it.,,,2026-06-12,,,,,1256,2026-07-01,,
field-notes/the-slate-that-came-out-blue.mdx,field-notes,/field-notes/the-slate-that-came-out-blue/,The Slate That Came Out Blue,A dithered dark-slate checkerboard came out of the video encoder as flat bright blue. The culprit — 4:2:0 chroma subsampling — is a codec quietly doing the eye's job at the wrong scale.,,,2026-06-26,True,,,,801,2026-07-01,,
field-notes/what-attribute-clash-actually-taught.mdx,field-notes,/field-notes/what-attribute-clash-actually-taught/,What Attribute Clash Actually Taught,The Spectrum's one-colour-per-8×8-cell limit is its signature look — and the Ultimate 'proof' that you could do great sprites in a single cell is a myth. What the constraint really taught.,,,2026-06-20,False,,,,935,2026-09-03,,
field-notes/what-youre-allowed-to-call-things.mdx,field-notes,/field-notes/what-youre-allowed-to-call-things/,What You're Allowed to Call Things,"Sinclair BASIC forbids a multi-letter string variable; the C64 treats 'speed' and 'spell' as the same variable. Neither naming rule is arbitrary — each is the interpreter's memory model, leaking through.",,,2026-06-30,False,,,,914,2026-09-03,,
field-notes/white-is-the-colour-of-not-yet.mdx,field-notes,/field-notes/white-is-the-colour-of-not-yet/,White Is the Colour of Not Yet,"A headless Amiga capture came back blank and silent — a dead copper, a crashed program, broken past doubt. It was none of those. The machine hadn't finished booting.",,,2026-06-28,True,,,,707,2026-07-01,,
from-the-metal/bitmasks-and-registers.mdx,from-the-metal,/from-the-metal/bitmasks-and-registers/,The register is the bitfield,"On the ZX Spectrum one byte to port $FE drives the border, speaker and tape at once — so you mask bits to set them. Where chmod 755 and packed flags come from.",,HARDWARE,2026-08-11,,,,,148,2026-06-30,,
from-the-metal/endianness.mdx,from-the-metal,/from-the-metal/endianness/,Why the bytes come out backwards,"The 6502 stores the low byte first, the 68000 the high byte first. Watch both side by side and see where garbled hex dumps and htons() come from.",,MEMORY,2026-09-01,,,,,268,2026-06-30,,
from-the-metal/fixed-point.mdx,from-the-metal,/from-the-metal/fixed-point/,Mario moves in fractions of a pixel,The NES has no floating point. Mario's momentum is 8.8 fixed-point — the same trick that keeps money in whole cents instead of a drifting float.,,ARITHMETIC,2026-08-18,,,,,214,2026-06-30,,
from-the-metal/jump-tables.mdx,from-the-metal,/from-the-metal/jump-tables/,What a switch actually compiles to,"A switch doesn't test your value — it uses it as an index to jump. The Z80 shows exactly what your compiler does, and why dense cases win.",,CONTROL FLOW,2026-09-29,,,,,235,2026-06-30,,
from-the-metal/lookup-tables.mdx,from-the-metal,/from-the-metal/lookup-tables/,The fastest function is the one you already ran,"On the 68000 a multiply costs up to seventy cycles and sine doesn't exist — so you precompute a table and read it forever. Memoisation, demoscene-style.",,TABLES,2026-08-04,,,,,228,2026-06-30,,
from-the-metal/pointers.mdx,from-the-metal,/from-the-metal/pointers/,A pointer is just an address you stored somewhere,"Pointers feel abstract until a 6502 strips them bare — two bytes holding an address, and one addressing mode that goes and reads it.",,MEMORY,2026-09-08,,,,,205,2026-06-30,,
from-the-metal/powers-of-two.mdx,from-the-metal,/from-the-metal/powers-of-two/,Why everything is a power of two,"The Z80 has no multiply instruction, so it lays bare why a power-of-two size makes modulo free — and why hash tables get rounded to 1,024.",,ARITHMETIC,2026-07-14,,,,,279,2026-06-30,,
from-the-metal/racing-the-beam.mdx,from-the-metal,/from-the-metal/racing-the-beam/,Racing the beam,"The NES has no framebuffer: the beam paints one scanline at a time, so all video work happens in vblank — where VSync, tearing and double buffering come from.",,GRAPHICS,2026-07-28,,,,,276,2026-06-30,,
from-the-metal/self-modifying-code.mdx,from-the-metal,/from-the-metal/self-modifying-code/,Code that rewrites itself,"On the 6502 code was just bytes in RAM, so a program could rewrite its own instructions — the ancestor of every JIT and runtime codegen.",,CODE AS DATA,2026-09-22,,,,,314,2026-06-30,,
from-the-metal/struct-alignment.mdx,from-the-metal,/from-the-metal/struct-alignment/,Why your structs have holes in them,"On the 68000 a misaligned word read traps, it doesn't run slow. Struct padding is the silicon keeping every field on a legal even address.",,MEMORY,2026-08-25,,,,,293,2026-06-30,,
from-the-metal/the-blitter.mdx,from-the-metal,/from-the-metal/the-blitter/,Why there's a chip that does nothing but move memory,The Amiga's Blitter was a coprocessor that did nothing but move memory — and it's where 'offload the bulk work to dedicated hardware' begins.,,HARDWARE,2026-09-15,,,,,261,2026-06-30,,
from-the-metal/the-stack.mdx,from-the-metal,/from-the-metal/the-stack/,"""Stack overflow"" is a real place","On the 68000 the stack is just the A7 register walking down through RAM — making stack frames, recursion's cost and 'stack overflow' all literal.",,ARCHITECTURE,2026-07-21,,,,,240,2026-06-30,,
from-the-metal/twos-complement.mdx,from-the-metal,/from-the-metal/twos-complement/,When 255 + 1 = 0,"On a 6502, 255 + 1 = 0 and $80 is both 128 and −128. The byte quirks that look like language bugs are two's complement out in the open.",,ARITHMETIC,2026-07-07,,,,,145,2026-06-30,,
from-the-metal/unroll-your-loops.mdx,from-the-metal,/from-the-metal/unroll-your-loops/,"Why ""unroll your loops"" is real advice",On a 6502 the loop is not free — it's instructions that run every iteration. Count the cycles by hand and 'unroll your loops' stops being folklore.,,Performance,2026-06-30,,,,,421,2026-06-30,,
manufacturers/acorn.yaml,manufacturers,,Acorn Computers,,,,,,,,,0,2026-01-17,,
manufacturers/amstrad.yaml,manufacturers,,Amstrad plc,,,,,,,,,0,2026-01-17,,
manufacturers/apollo-7.yaml,manufacturers,,Apollo 7,,,,,,,,,0,2026-06-30,,
manufacturers/apple.yaml,manufacturers,,"Apple Computer, Inc.",,,,,,,,,0,2026-01-17,,
manufacturers/applied-technology.yaml,manufacturers,,Applied Technology,,,,,,,,,0,2026-06-30,,
manufacturers/atari.yaml,manufacturers,,"Atari, Inc.",,,,,,,,,0,2026-01-17,,
manufacturers/bally.yaml,manufacturers,,Bally Manufacturing Corporation,,,,,,,,,0,2026-06-30,,
manufacturers/bandai.yaml,manufacturers,,"Bandai Co., Ltd.",,,,,,,,,0,2026-01-17,,
manufacturers/bra-lesnoy.yaml,manufacturers,,BRA Factory (Lesnoy),,,,,,,,,0,2026-06-30,,
manufacturers/camputers.yaml,manufacturers,,Camputers Ltd,,,,,,,,,0,2026-06-30,,
manufacturers/casio.yaml,manufacturers,,"Casio Computer Co., Ltd.",,,,,,,,,0,2026-06-30,,
manufacturers/coleco.yaml,manufacturers,,Coleco Industries,,,,,,,,,0,2026-01-17,,
manufacturers/commodore.yaml,manufacturers,,Commodore International,,,,,,,,,0,2026-01-17,,
manufacturers/compucolor.yaml,manufacturers,,Compucolor Corporation,,,,,,,,,0,2026-06-30,,
manufacturers/daewoo.yaml,manufacturers,,Daewoo,,,,,,,,,0,2026-06-30,,
manufacturers/dai.yaml,manufacturers,,Data Applications International,,,,,,,,,0,2026-06-30,,
manufacturers/didaktik.yaml,manufacturers,,Didaktik Skalica,,,,,,,,,0,2026-06-30,,
manufacturers/dragon-data.yaml,manufacturers,,Dragon Data Ltd.,,,,,,,,,0,2026-01-17,,
manufacturers/eaca.yaml,manufacturers,,EACA International,,,,,,,,,0,2026-06-30,,
manufacturers/elwro.yaml,manufacturers,,Elwro,,,,,,,,,0,2026-06-30,,
manufacturers/enterprise-computers.yaml,manufacturers,,Enterprise Computers,,,,,,,,,0,2026-06-30,,
manufacturers/exidy.yaml,manufacturers,,Exidy Inc,,,,,,,,,0,2026-06-30,,
manufacturers/fairchild.yaml,manufacturers,,Fairchild Semiconductor,,,,,,,,,0,2026-01-17,,
manufacturers/fujitsu.yaml,manufacturers,,Fujitsu Limited,,,,,,,,,0,2026-01-17,,
manufacturers/gce.yaml,manufacturers,,General Consumer Electronics,,,,,,,,,0,2026-01-17,,
manufacturers/grundy.yaml,manufacturers,,Grundy Business Systems,,,,,,,,,0,2026-06-30,,
manufacturers/heathkit.yaml,manufacturers,,Heath Company,,,,,,,,,0,2026-06-30,,
manufacturers/hiradastechnika.yaml,manufacturers,,Híradástechnika,,,,,,,,,0,2026-06-30,,
manufacturers/ibm.yaml,manufacturers,,IBM Corporation,,,,,,,,,0,2026-01-17,,
manufacturers/imsai.yaml,manufacturers,,IMSAI Manufacturing Corporation,,,,,,,,,0,2026-01-17,,
manufacturers/interact.yaml,manufacturers,,Interact Electronics Inc,,,,,,,,,0,2026-06-30,,
manufacturers/intercompex.yaml,manufacturers,,InterCompex,,,,,,,,,0,2026-06-30,,
manufacturers/jupiter-cantab.yaml,manufacturers,,Jupiter Cantab Ltd,,,,,,,,,0,2026-06-30,,
manufacturers/lianozovo.yaml,manufacturers,,Lianozovo Electromechanical Plant,,,,,,,,,0,2026-06-30,,
manufacturers/magnavox.yaml,manufacturers,,Magnavox Company,,,,,,,,,0,2026-01-17,,
manufacturers/matra.yaml,manufacturers,,Matra,,,,,,,,,0,2026-06-30,,
manufacturers/mattel.yaml,manufacturers,,"Mattel, Inc.",,,,,,,,,0,2026-01-17,,
manufacturers/memotech.yaml,manufacturers,,Memotech Ltd,,,,,,,,,0,2026-06-30,,
manufacturers/mera-elzab.yaml,manufacturers,,Mera-Elzab,,,,,,,,,0,2026-06-30,,
manufacturers/mgt.yaml,manufacturers,,Miles Gordon Technology,,,,,,,,,0,2026-01-17,,
manufacturers/microart.yaml,manufacturers,,MicroART,,,,,,,,,0,2026-06-30,,
manufacturers/microkey.yaml,manufacturers,,Microkey,,,,,,,,,0,2026-06-30,,
manufacturers/micronique.yaml,manufacturers,,Micronique,,,,,,,,,0,2026-06-30,,
manufacturers/microsoft.yaml,manufacturers,,Microsoft Corporation,,,,,,,,,0,2026-01-17,,
manufacturers/mits.yaml,manufacturers,,Micro Instrumentation and Telemetry Systems,,,,,,,,,0,2026-01-17,,
manufacturers/mos-technology.yaml,manufacturers,,MOS Technology,,,,,,,,,0,2026-06-30,,
manufacturers/multitech.yaml,manufacturers,,Multitech,,,,,,,,,0,2026-06-30,,
manufacturers/nabu.yaml,manufacturers,,NABU Manufacturing Corporation,,,,,,,,,0,2026-06-30,,
manufacturers/nascom.yaml,manufacturers,,Nascom Microcomputers,,,,,,,,,0,2026-06-30,,
manufacturers/ndr-klein.yaml,manufacturers,,NDR-Klein-Computer (broadcast design),,,,,,,,,0,2026-06-30,,
manufacturers/nec.yaml,manufacturers,,NEC Corporation,,,,,,,,,0,2026-01-17,,
manufacturers/netronics.yaml,manufacturers,,Netronics R&D Ltd,,,,,,,,,0,2026-06-30,,
manufacturers/nintendo.yaml,manufacturers,,"Nintendo Co., Ltd.",,,,,,,,,0,2026-01-17,,
manufacturers/ohio-scientific.yaml,manufacturers,,Ohio Scientific Inc,,,,,,,,,0,2026-06-30,,
manufacturers/olivetti.yaml,manufacturers,,Olivetti,,,,,,,,,0,2026-06-30,,
manufacturers/oric.yaml,manufacturers,,Oric Products International,,,,,,,,,0,2026-01-17,,
manufacturers/panasonic.yaml,manufacturers,,Panasonic Corporation,,,,,,,,,0,2026-01-17,,
manufacturers/patisonic.yaml,manufacturers,,Patisonic,,,,,,,,,0,2026-06-30,,
manufacturers/pentagon.yaml,manufacturers,,Pentagon (Soviet clone),,,,,,,,,0,2026-06-30,,
manufacturers/philips.yaml,manufacturers,,Philips Electronics,,,,,,,,,0,2026-01-17,,
manufacturers/popular-electronics.yaml,manufacturers,,Popular Electronics,,,,,,,,,0,2026-06-30,,
manufacturers/pravetz.yaml,manufacturers,,Pravetz,,,,,,,,,0,2026-06-30,,
manufacturers/processor-technology.yaml,manufacturers,,Processor Technology Corporation,,,,,,,,,0,2026-06-30,,
manufacturers/radio-magazine.yaml,manufacturers,,Radio magazine (Soviet DIY design),,,,,,,,,0,2026-06-30,,
manufacturers/rca.yaml,manufacturers,,RCA Corporation,,,,,,,,,0,2026-01-17,,
manufacturers/robotron.yaml,manufacturers,,VEB Robotron,,,,,,,,,0,2026-06-30,,
manufacturers/rockwell.yaml,manufacturers,,Rockwell International,,,,,,,,,0,2026-06-30,,
manufacturers/samsung.yaml,manufacturers,,Samsung Electronics,,,,,,,,,0,2026-06-30,,
manufacturers/scorpion.yaml,manufacturers,,Zonov and Co,,,,,,,,,0,2026-06-30,,
manufacturers/sega.yaml,manufacturers,,Sega Corporation,,,,,,,,,0,2026-01-17,,
manufacturers/sharp.yaml,manufacturers,,Sharp Corporation,,,,,,,,,0,2026-01-17,,
manufacturers/sinclair.yaml,manufacturers,,Sinclair Research,,,,,,,,,0,2026-01-17,,
manufacturers/snk.yaml,manufacturers,,SNK Corporation,,,,,,,,,0,2026-01-17,,
manufacturers/sony.yaml,manufacturers,,Sony Corporation,,,,,,,,,0,2026-01-17,,
manufacturers/sord.yaml,manufacturers,,Sord Computer Corporation,,,,,,,,,0,2026-06-30,,
manufacturers/soviet-magazine-design.yaml,manufacturers,,Soviet magazine designs,,,,,,,,,0,2026-06-30,,
manufacturers/soviet-various.yaml,manufacturers,,Soviet various manufacturers,,,,,,,,,0,2026-06-30,,
manufacturers/spectravideo.yaml,manufacturers,,Spectravideo International Ltd,,,,,,,,,0,2026-06-30,,
manufacturers/synertek.yaml,manufacturers,,Synertek Inc,,,,,,,,,0,2026-06-30,,
manufacturers/tandy.yaml,manufacturers,,Tandy Corporation,,,,,,,,,0,2026-01-17,,
manufacturers/tangerine.yaml,manufacturers,,Tangerine Computer Systems,,,,,,,,,0,2026-06-30,,
manufacturers/tatung.yaml,manufacturers,,Tatung Company,,,,,,,,,0,2026-06-30,,
manufacturers/technosys.yaml,manufacturers,,Technosys Research Labs,,,,,,,,,0,2026-06-30,,
manufacturers/tesla.yaml,manufacturers,,Tesla,,,,,,,,,0,2026-06-30,,
manufacturers/texas-instruments.yaml,manufacturers,,Texas Instruments,,,,,,,,,0,2026-01-17,,
manufacturers/thomson.yaml,manufacturers,,Thomson SA,,,,,,,,,0,2026-01-17,,
manufacturers/timex.yaml,manufacturers,,Timex Computer Corporation,,,,,,,,,0,2026-06-30,,
manufacturers/tomy.yaml,manufacturers,,Tomy,,,,,,,,,0,2026-06-30,,
manufacturers/videoton.yaml,manufacturers,,Videoton,,,,,,,,,0,2026-06-30,,
manufacturers/vtech.yaml,manufacturers,,VTech,,,,,,,,,0,2026-06-30,,
manufacturers/zpa-novy-bor.yaml,manufacturers,,ZPA Nový Bor,,,,,,,,,0,2026-06-30,,
modules/commodore-64/assembly.yaml,modules,,,,,,,,,,,0,2026-06-10,,
modules/commodore-64/basic.yaml,modules,,,,,,,,,,,0,2026-06-10,,
modules/commodore-amiga/amos.yaml,modules,,,,,,,,,,,0,2026-06-10,,
modules/commodore-amiga/assembly.yaml,modules,,,,,,,,,,,0,2026-08-09,,
modules/commodore-amiga/blitz.yaml,modules,,,,,,,,,,,0,2026-06-10,,
modules/craft.yaml,modules,,,,,,,,,,,0,2026-09-21,,
modules/foundations.yaml,modules,,,,,,,,,,,0,2026-09-05,,
modules/nintendo-entertainment-system/assembly.yaml,modules,,,,,,,,,,,0,2026-06-10,,
modules/sinclair-zx-spectrum/assembly.yaml,modules,,,,,,,,,,,0,2026-09-21,,
modules/sinclair-zx-spectrum/basic.yaml,modules,,,,,,,,,,,0,2026-09-19,,
modules/sinclair-zx-spectrum/machine.yaml,modules,,,,,,,,,,,0,2026-09-05,,
pattern-categories/ai.yaml,pattern-categories,,AI,"Enemy behaviour, pathfinding",,,,,,,,0,2026-01-16,,
pattern-categories/audio.yaml,pattern-categories,,Audio,"Music playback, sound effects",,,,,,,,0,2026-01-16,,
pattern-categories/framework.yaml,pattern-categories,,Framework,"Game loops, state machines, interrupts",,,,,,,,0,2026-01-16,,
pattern-categories/input.yaml,pattern-categories,,Input,"Joystick, keyboard, mouse handling",,,,,,,,0,2026-01-16,,
pattern-categories/physics.yaml,pattern-categories,,Physics,"Collision, movement, gravity",,,,,,,,0,2026-01-16,,
pattern-categories/rendering.yaml,pattern-categories,,Rendering,"Sprites, scrolling, screen effects",,,,,,,,0,2026-01-16,,
pattern-difficulties/advanced.yaml,pattern-difficulties,,Advanced,Expert-level patterns pushing hardware to its limits,,,,,,,,0,2026-01-16,,
pattern-difficulties/beginner.yaml,pattern-difficulties,,Beginner,Foundational patterns for those starting their retro dev journey,,,,,,,,0,2026-01-16,,
pattern-difficulties/intermediate.yaml,pattern-difficulties,,Intermediate,More advanced techniques building on the basics,,,,,,,,0,2026-01-16,,
patterns/commodore-64/assembly/audio/sid-multi-voice.mdx,patterns,,SID Multi-Voice,"Step a note pattern once per raster interrupt, handing each of the SID's three voices its note from a frequency table — the skeleton of every C64 music player.",,audio,,,,,,704,2026-07-01,,
patterns/commodore-64/assembly/audio/sid-note-trigger.mdx,patterns,,SID Note Trigger,Play a single note on the SID chip with gate control. The foundation of all SID audio.,,audio,,,,,,228,2026-07-01,,
patterns/commodore-64/assembly/audio/sid-voice-setup.mdx,patterns,,SID Voice Setup,"Configure a SID voice with frequency, waveform, and ADSR envelope. Foundation for all SID audio programming.",,audio,,,,,,284,2026-07-01,,
patterns/commodore-64/assembly/framework/game-loop-basic.mdx,patterns,,Game Loop (Basic),Simple frame-synchronised game loop using the raster register. Foundation for all C64 games.,,framework,,,,,,107,2026-07-01,,
patterns/commodore-64/assembly/input/joystick-reading.mdx,patterns,,Joystick Reading,"Read joystick input from CIA#1 for player control. Simple, reliable, and cycle-efficient.",,input,,,,,,166,2026-07-01,,
patterns/commodore-64/assembly/physics/sprite-movement-bounds.mdx,patterns,,Sprite Movement with Bounds,Move sprites with joystick input and screen boundary clamping. Handle the VIC-II's 9-bit X coordinate.,,physics,,,,,,266,2026-07-01,,
patterns/commodore-64/assembly/rendering/hardware-sprites.mdx,patterns,,Hardware Sprites,"Enable, position, and colour one of the C64's eight hardware sprites — moveable objects the VIC-II draws over the background for free.",,rendering,,,,,,380,2026-07-01,,
patterns/commodore-64/assembly/rendering/raster-splits.mdx,patterns,,Raster Splits,"Fire an interrupt when the beam reaches a chosen scanline and change a VIC-II register mid-screen — the basis of colour bars, split panels, and beating the chip's limits.",,rendering,,,,,,442,2026-07-01,,
patterns/commodore-64/assembly/rendering/smooth-scrolling.mdx,patterns,,Smooth Scrolling,"Scroll the screen a pixel at a time with the VIC-II fine-scroll registers, then coarse-shift the character map every eighth pixel — the trick behind every smooth C64 playfield.",,rendering,,,,,,387,2026-07-01,,
patterns/commodore-64/assembly/rendering/sprite-multiplexing.mdx,patterns,,Sprite Multiplexing,"Reuse the C64's eight hardware sprites several times down the screen to show sixteen, twenty-four or more — the raster trick behind every busy C64 game.",,rendering,,,,,,443,2026-07-01,,
patterns/commodore-amiga/assembly/audio/four-channel-music.mdx,patterns,,Four-Channel Music,"Drive all four of Paula's channels from a note sequence, stepping the pattern on a timer interrupt and turning note numbers into periods — the skeleton of every Amiga tracker and MOD player.",,audio,,,,,,568,2026-07-01,,
patterns/commodore-amiga/assembly/audio/one-shot-samples.mdx,patterns,,One-Shot Samples,"Play a sample once instead of looping, using Paula's channel interrupt to stop it after a single pass — the way sound effects fire, and the seed of tracker playback.",,audio,,,,,,347,2026-07-01,,
patterns/commodore-amiga/assembly/audio/playing-a-sample.mdx,patterns,,Playing a Sample,"Point one of Paula's four audio channels at an 8-bit sample in chip RAM, set its pitch and volume, and let DMA play it — the foundation of all Amiga sound.",,audio,,,,,,403,2026-07-01,,
patterns/commodore-amiga/assembly/framework/system-takeover.mdx,patterns,,System Takeover,Disable AmigaOS interrupts and DMA to take full control of the hardware. Required for bare-metal game programming.,,framework,,,,,,364,2026-07-01,,
patterns/commodore-amiga/assembly/framework/vblank-game-loop.mdx,patterns,,VBlank Game Loop,Frame-synchronised game loop that waits for vertical blank using the VPOSR register. 50Hz timing on PAL systems.,,framework,,,,,,311,2026-07-01,,
patterns/commodore-amiga/assembly/input/joystick-edge-detection.mdx,patterns,,Joystick Edge Detection,"Detect newly-pressed joystick directions, ignoring held inputs. Essential for grid-based movement and menu navigation.",,input,,,,,,182,2026-07-01,,
patterns/commodore-amiga/assembly/input/joystick-reading.mdx,patterns,,Joystick Reading,Read Amiga joystick using the JOY1DAT register with XOR decoding for up/down directions.,,input,,,,,,259,2026-07-01,,
patterns/commodore-amiga/assembly/physics/sprite-movement-bounds.mdx,patterns,,Sprite Movement with Bounds,Move sprites with joystick input and play area boundary clamping. Foundation for player control.,,physics,,,,,,157,2026-07-01,,
patterns/commodore-amiga/assembly/rendering/blitter-copy.mdx,patterns,,Blitter Copy,"Move a rectangular block of graphics with the Amiga's blitter instead of the CPU — set four registers, write BLTSIZE, and Agnus streams the copy while the processor does something else.",,rendering,,,,,,497,2026-07-01,,
patterns/commodore-amiga/assembly/rendering/blitter-line-draw.mdx,patterns,,Blitter Line Draw,"The blitter isn't only a copier — in line mode it plots a Bresenham line in hardware, one pixel at a time, straight into a bitplane. Feed it endpoints and an octant; it draws the line while the CPU moves on.",,rendering,,,,,,571,2026-07-01,,
patterns/commodore-amiga/assembly/rendering/cookie-cut-blit.mdx,patterns,,Cookie-Cut Blit,"Draw a shaped, transparent object over the background using all four blitter channels — a mask decides pixel by pixel whether to keep the image or the scenery behind it. The heart of every Amiga bob.",,rendering,,,,,,513,2026-07-01,,
patterns/commodore-amiga/assembly/rendering/copper-colour-bars.mdx,patterns,,Copper Colour Bars,"Change the background colour at chosen scanlines from the copper list — no CPU, no interrupt, no jitter — to paint horizontal bars or a smooth vertical gradient the beam draws for you.",,rendering,,,,,,408,2026-07-01,,
patterns/commodore-amiga/assembly/rendering/copper-list-basics.mdx,patterns,,Copper List Basics,Build a copper list to set colours and sprite pointers. The foundation of all Amiga graphics programming.,,rendering,,,,,,433,2026-07-01,,
patterns/commodore-amiga/assembly/rendering/copper-split-screen.mdx,patterns,,Copper Split Screen,"Have the copper reprogram the bitplane pointers part-way down the frame so the top and bottom of the screen show different bitmaps — a scrolling playfield above a rock-steady status panel, beam-locked and free.",,rendering,,,,,,515,2026-07-01,,
patterns/commodore-amiga/assembly/rendering/sprite-control-words.mdx,patterns,,Sprite Control Words,Calculate and update Amiga sprite control words from X/Y coordinates. Position sprites anywhere on screen.,,rendering,,,,,,251,2026-07-01,,
patterns/cross-platform/audio/making-a-sound.mdx,patterns,,Four Ways to Make a Sound,"Compare CPU-driven beeper sound, NES channels, SID synthesis and Amiga samples, with their timing and ownership costs.",,audio,,,,,,1592,2026-07-01,yes,
patterns/cross-platform/audio/tune-sequencer.mdx,patterns,,Tune Sequencer with Two Terminators,"Store a phrase as timed events, distinguish looping from stopping, and trace the player separately from the hardware that makes the sound.",,audio,,,,,,1587,2026-07-01,yes,
patterns/cross-platform/framework/ending-dwell.mdx,patterns,,The Ending Dwell,"Win or lose, the screen holds for a beat before any button is believed. The pause is the punctuation that lets the player read their own ending — and it stops a held button blowing through three screens in three frames.",,framework,,,,,,438,2026-07-08,,
patterns/cross-platform/framework/escalation-as-data.mdx,patterns,,Escalation as Data,Difficulty lives in a table; a level-up pokes the next row into live tuning variables the systems read fresh every frame. The systems never learn that levels exist.,,framework,,,,,,450,2026-06-12,,
patterns/cross-platform/framework/lfsr-random.mdx,patterns,,LFSR Random Numbers,"Linear Feedback Shift Register for fast, deterministic pseudo-random numbers.",,framework,,,,,,608,2026-07-08,yes,
patterns/cross-platform/framework/state-machine.mdx,patterns,,Game State Machine,"Organise game flow with distinct states (title, playing, game over). Clean separation of game phases.",,framework,,,,,,1228,2026-07-01,yes,
patterns/cross-platform/framework/three-caps.mdx,patterns,,"Three Caps: Counter, Index, Digit","A level counter, a table index, and a HUD digit are three different numbers with three different caps. The counter never stops, the index clamps for safety, the digit caps for display — conflate them and the game lies about one of them.",,framework,,,,,,386,2026-06-12,,
patterns/cross-platform/input/edge-detection.mdx,patterns,,Input Edge Detection,"Detect newly-pressed buttons, ignoring held inputs. Essential for menus and single-action triggers.",,input,,,,,,881,2026-05-26,yes,
patterns/cross-platform/physics/aabb-collision.mdx,patterns,,AABB Collision Detection,Axis-Aligned Bounding Box collision — fast rectangle overlap test for sprites and objects.,,physics,,,,,,346,2026-07-01,,
patterns/cross-platform/physics/fixed-point-math.mdx,patterns,,Fixed-Point Math,Fractional values without floating point. Essential for smooth movement and physics on 8/16-bit CPUs.,,physics,,,,,,274,2026-07-08,,
patterns/cross-platform/physics/grace-window.mdx,patterns,,The Grace Window,"A second of invulnerability after every respawn, covering every damage source, made visible by blinking the player. Without it, dying once where a hazard sits can spend every life in as many frames.",,physics,,,,,,406,2026-07-08,,
patterns/cross-platform/rendering/blink-on-a-clock.mdx,patterns,,Blink on a Clock,PRESS START winks on a 32-frame beat read straight off a frame counter — one AND instruction selects draw or clear. A blink is two renderers taking turns on a clock you already had.,,rendering,,,,,,375,2026-07-08,,
patterns/cross-platform/rendering/centre-text-on-a-character-screen.mdx,patterns,,Centre Text on a Character Screen,"Measure a terminated string, divide the unused columns in half, and print it without hard-coded coordinates. Includes a compact 6502 implementation.",,rendering,,,,,,266,2026-09-03,,
patterns/cross-platform/rendering/sprite-animation.mdx,patterns,,Sprite Animation,"Cycle through animation frames with configurable timing. Walk cycles, explosions, idle animations.",,rendering,,,,,,202,2026-07-01,,
patterns/nintendo-nes/assembly/audio/music-engine.mdx,patterns,,A Music Engine,"Step a note pattern once per frame from the NMI, handing each APU channel its note from a timer table — the skeleton of every NES music driver.",,audio,,,,,,531,2026-07-01,,
patterns/nintendo-nes/assembly/audio/sound-effects.mdx,patterns,,Sound Effects,"Let the APU bend pitch and fade volume in hardware — a swept pulse for a laser, a decaying noise burst for an explosion — each fired with a single trigger write.",,audio,,,,,,400,2026-07-01,,
patterns/nintendo-nes/assembly/audio/square-wave.mdx,patterns,,A Square Wave,"Enable one of the NES APU's pulse channels, set its duty, volume and 11-bit timer, and it holds a tone on its own — the foundation of every NES sound.",,audio,,,,,,446,2026-07-01,,
patterns/nintendo-nes/assembly/framework/nmi-game-loop.mdx,patterns,,NMI Game Loop,Frame-synchronised game loop using the NMI interrupt for VBlank timing and OAM DMA transfer.,,framework,,,,,,327,2026-07-01,,
